test_id,company_id,governorate,region,source_type,year,month,season,pH,turbidity_NTU,TDS_mg_L,chlorine_mg_L,EC_uS_cm,nitrate_mg_L,nitrite_mg_L,ammonia_mg_L,iron_Fe_mg_L,manganese_Mn_mg_L,sulfate_mg_L,hardness_mg_L,chloride_mg_L,DO_mg_L,coliform_CFU_per_100mL,pH_compliant,turbidity_compliant,TDS_compliant,chlorine_compliant,nitrate_compliant,coliform_compliant,potable
876,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,12,Winter,7.71,0.29,395,0.69,646,3.16,0.008,0.073,0.046,0.013,48,171,62,10.0,0,1,1,1,1,1,1,1
877,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,7,Summer,7.82,0.91,352,0.7,528,5.01,0.022,0.107,0.074,0.026,62,140,68,10.0,0,1,1,1,1,1,1,1
878,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,1,Winter,7.74,0.41,291,0.71,487,4.43,0.011,0.053,0.054,0.011,50,169,51,10.0,0,1,1,1,1,1,1,1
879,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,10,Autumn,7.77,0.61,329,0.67,645,3.83,0.019,0.108,0.043,0.014,51,150,51,10.0,0,1,1,1,1,1,1,1
880,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,12,Winter,7.63,0.33,276,0.83,557,2.23,0.014,0.054,0.033,0.013,40,149,58,10.0,0,1,1,1,1,1,1,1
881,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,2,Winter,7.84,0.13,327,0.7,553,2.45,0.008,0.093,0.033,0.015,46,152,61,10.0,0,1,1,1,1,1,1,1
882,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,2,Winter,7.73,0.56,375,0.65,573,2.91,0.006,0.076,0.025,0.014,42,164,57,10.0,0,1,1,1,1,1,1,1
883,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,3,Spring,7.87,0.68,320,0.61,570,2.7,0.014,0.134,0.053,0.018,49,175,55,10.0,0,1,1,1,1,1,1,1
884,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,7,Summer,7.84,1.17,346,0.84,533,4.18,0.018,0.114,0.078,0.029,43,180,46,10.0,0,1,0,1,1,1,1,0
885,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,12,Winter,7.68,0.3,357,0.77,531,2.21,0.014,0.036,0.062,0.018,32,161,44,10.0,1,1,1,1,1,1,0,0
886,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,3,Spring,7.78,0.38,358,0.76,596,3.24,0.017,0.081,0.045,0.026,46,124,68,10.0,1,1,1,1,1,1,0,0
887,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,1,Winter,7.65,0.35,302,0.65,559,3.21,0.015,0.071,0.065,0.019,54,164,62,10.0,0,1,1,1,1,1,1,1
888,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,12,Winter,7.63,0.4,350,0.89,534,3.61,0.003,0.085,0.048,0.019,46,165,68,10.0,0,1,1,1,1,1,1,1
889,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,12,Winter,7.77,0.4,311,0.71,547,3.67,0.01,0.157,0.046,0.015,54,176,60,10.0,0,1,1,1,1,1,1,1
890,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,8,Summer,7.78,0.59,339,0.79,600,4.38,0.023,0.122,0.079,0.018,42,161,56,10.0,0,1,1,1,1,1,1,1
891,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,6,Summer,7.66,0.79,359,0.72,617,4.52,0.01,0.142,0.078,0.022,55,175,63,10.0,0,1,1,1,1,1,1,1
892,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,4,Spring,7.8,0.68,323,0.6,585,4.45,0.012,0.075,0.057,0.009,48,182,67,10.0,0,1,1,1,1,1,1,1
893,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,11,Autumn,7.9,0.8,341,0.75,478,5.08,0.011,0.072,0.051,0.025,68,163,68,10.0,1,1,1,1,1,1,0,0
894,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,8,Summer,7.58,0.56,359,0.77,572,5.13,0.019,0.138,0.083,0.019,50,132,61,10.0,0,1,1,1,1,1,1,1
895,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,10,Autumn,7.65,0.74,312,0.58,563,2.97,0.015,0.098,0.064,0.016,45,150,76,10.0,0,1,1,1,1,1,1,1
896,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,3,Spring,7.78,0.53,350,0.67,584,2.16,0.009,0.128,0.058,0.019,45,148,57,10.0,0,1,1,1,1,1,1,1
897,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,3,Spring,7.77,0.29,345,0.72,599,4.37,0.012,0.074,0.067,0.021,51,200,56,10.0,0,1,1,1,1,1,1,1
898,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,6,Summer,7.74,0.19,393,0.82,629,5.79,0.016,0.164,0.07,0.025,36,158,49,10.0,0,1,1,1,1,1,1,1
899,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,3,Spring,7.66,0.23,351,0.78,531,2.41,0.009,0.103,0.036,0.023,59,169,66,10.0,0,1,1,1,1,1,1,1
900,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,2,Winter,7.71,0.14,316,0.73,569,3.4,0.015,0.052,0.046,0.011,40,160,63,10.0,0,1,1,1,1,1,1,1
901,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,10,Autumn,7.71,0.56,357,0.8,592,1.96,0.012,0.169,0.06,0.019,53,168,41,10.0,0,1,1,1,1,1,1,1
902,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,8,Summer,7.6,0.65,312,0.83,618,5.29,0.022,0.152,0.085,0.031,49,172,53,10.0,0,1,1,1,1,1,1,1
903,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,1,Winter,7.8,0.3,357,0.57,607,2.26,0.012,0.071,0.063,0.013,44,186,57,10.0,1,1,1,1,1,1,0,0
904,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,4,Spring,7.73,0.25,352,0.49,617,4.32,0.001,0.138,0.069,0.016,40,146,54,10.0,0,1,1,1,1,1,1,1
905,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2021,5,Spring,7.5,0.54,311,0.79,565,2.98,0.011,0.089,0.036,0.011,47,189,66,10.0,0,1,1,1,1,1,1,1
906,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,6,Summer,7.74,0.26,361,0.72,632,4.76,0.011,0.129,0.074,0.028,33,162,65,10.0,0,1,1,1,1,1,1,1
907,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,3,Spring,7.64,0.5,334,0.82,552,3.67,0.014,0.125,0.039,0.013,45,141,65,10.0,1,1,1,1,1,1,0,0
908,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,11,Autumn,7.82,0.34,346,0.75,511,3.3,0.014,0.087,0.059,0.021,50,165,71,10.0,0,1,1,1,1,1,1,1
909,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,10,Autumn,7.21,0.53,273,0.48,458,3.14,0.012,0.088,0.026,0.022,49,87,74,10.0,0,1,1,1,1,1,1,1
910,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,9,Autumn,7.31,0.17,311,0.64,547,3.77,0.014,0.076,0.014,0.016,31,107,110,10.0,0,1,1,1,1,1,1,1
911,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,8,Summer,7.44,1.24,340,0.48,442,4.9,0.021,0.107,0.043,0.021,33,92,89,10.0,1,1,0,1,1,1,0,0
912,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,8,Summer,7.32,0.75,353,0.47,572,3.09,0.019,0.088,0.038,0.028,31,94,99,10.0,1,1,1,1,1,1,0,0
913,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,1,Winter,7.62,0.26,346,0.53,499,3.44,0.015,0.059,0.018,0.013,34,85,94,10.0,1,1,1,1,1,1,0,0
914,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,6,Summer,7.37,1.37,346,0.52,503,4.2,0.012,0.097,0.046,0.022,25,75,102,10.0,0,1,0,1,1,1,1,0
915,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,5,Spring,7.38,0.51,251,0.49,494,3.19,0.013,0.079,0.034,0.01,30,92,122,10.0,0,1,1,1,1,1,1,1
916,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,6,Summer,7.21,1.04,306,0.66,474,5.28,0.017,0.118,0.054,0.016,27,75,106,10.0,1,1,0,1,1,1,0,0
917,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,7,Summer,7.23,1.19,321,0.65,448,5.07,0.015,0.1,0.067,0.015,36,98,100,10.0,0,1,0,1,1,1,1,0
918,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,2,Winter,7.47,0.64,307,0.61,519,2.92,0.013,0.017,0.029,0.013,29,95,94,10.0,0,1,1,1,1,1,1,1
919,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,11,Autumn,7.51,0.76,279,0.55,435,2.81,0.014,0.073,0.051,0.009,34,76,102,10.0,1,1,1,1,1,1,0,0
920,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,7,Summer,7.18,0.58,322,0.68,536,3.26,0.022,0.107,0.039,0.017,31,123,106,10.0,0,1,1,1,1,1,1,1
921,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,7,Summer,7.35,0.39,297,0.36,579,3.36,0.022,0.099,0.056,0.019,31,102,113,10.0,0,1,1,1,1,1,1,1
922,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,2,Winter,7.28,0.28,266,0.46,490,2.66,0.006,0.025,0.025,0.02,30,104,103,10.0,0,1,1,1,1,1,1,1
923,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,7,Summer,7.38,1.5,335,0.35,425,3.03,0.008,0.092,0.052,0.015,28,96,114,10.0,0,1,0,1,1,1,1,0
924,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,10,Autumn,7.55,0.34,296,0.65,481,3.63,0.021,0.081,0.026,0.008,35,94,80,10.0,0,1,1,1,1,1,1,1
925,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,4,Spring,7.48,0.48,359,0.59,466,2.51,0.007,0.057,0.031,0.013,25,122,86,10.0,2,1,1,1,1,1,0,0
926,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,9,Autumn,7.49,0.76,329,0.48,465,4.6,0.009,0.107,0.03,0.005,28,105,126,10.0,1,1,1,1,1,1,0,0
927,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,5,Spring,7.47,0.33,246,0.6,456,2.12,0.006,0.073,0.053,0.013,34,92,82,10.0,0,1,1,1,1,1,1,1
928,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,9,Autumn,7.49,0.48,230,0.46,475,2.65,0.013,0.082,0.03,0.008,40,101,111,10.0,1,1,1,1,1,1,0,0
929,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,7,Summer,7.2,0.79,381,0.63,499,4.66,0.014,0.124,0.044,0.011,27,79,99,10.0,2,1,1,1,1,1,0,0
930,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,12,Winter,7.27,0.36,317,0.52,398,0.97,0.001,0.031,0.015,0.008,32,75,86,10.0,2,1,1,1,1,1,0,0
931,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,9,Autumn,7.38,0.29,244,0.65,502,3.56,0.015,0.052,0.012,0.018,38,98,79,10.0,0,1,1,1,1,1,1,1
932,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,8,Summer,7.41,1.12,301,0.47,504,3.57,0.018,0.09,0.048,0.01,29,90,120,10.0,0,1,0,1,1,1,1,0
933,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,6,Summer,7.74,0.82,293,0.84,512,5.09,0.018,0.11,0.055,0.015,33,74,100,10.0,3,1,1,1,1,1,0,0
934,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,7,Summer,7.35,0.66,343,0.59,484,3.33,0.018,0.109,0.043,0.019,29,77,104,10.0,0,1,1,1,1,1,1,1
935,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2021,5,Spring,7.54,0.35,295,0.57,485,3.82,0.013,0.011,0.019,0.004,31,96,105,10.0,2,1,1,1,1,1,0,0
936,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2023,2,Winter,7.6,0.1,319,0.45,464,1.11,0.004,0.058,0.031,0.018,27,102,100,10.0,0,1,1,1,1,1,1,1
937,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,12,Winter,7.38,0.27,290,0.57,382,1.75,0.011,0.063,0.027,0.01,18,63,96,10.0,0,1,1,1,1,1,1,1
938,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2022,7,Summer,7.8,0.91,296,0.51,476,2.85,0.016,0.114,0.042,0.017,41,73,72,10.0,1,1,1,1,1,1,0,0
939,21,"North Sinai, South Sinai",Sinai,Desalination/Groundwater,2020,5,Spring,7.24,0.82,333,0.72,533,3.01,0.013,0.077,0.024,0.008,33,94,96,10.0,0,1,1,1,1,1,1,1
940,22,Red Sea,Red Sea,Desalination,2022,9,Autumn,7.43,0.52,326,0.56,534,2.77,0.007,0.081,0.037,0.024,23,102,166,10.0,0,1,1,1,1,1,1,1
941,22,Red Sea,Red Sea,Desalination,2021,10,Autumn,7.4,0.57,354,0.71,639,2.77,0.01,0.073,0.036,0.007,28,99,111,10.0,1,1,1,1,1,1,0,0
942,22,Red Sea,Red Sea,Desalination,2020,4,Spring,7.14,0.78,362,0.55,652,3.81,0.011,0.086,0.032,0.017,51,81,123,10.0,0,1,1,1,1,1,1,1
943,22,Red Sea,Red Sea,Desalination,2021,7,Summer,7.4,1.38,397,0.59,685,5.14,0.019,0.109,0.046,0.017,31,94,131,10.0,1,1,0,1,1,1,0,0
944,22,Red Sea,Red Sea,Desalination,2022,5,Spring,7.42,0.4,395,0.48,511,4.59,0.012,0.075,0.051,0.016,27,101,115,10.0,0,1,1,1,1,1,1,1
945,22,Red Sea,Red Sea,Desalination,2022,2,Winter,7.26,0.47,345,0.55,571,3.14,0.018,0.058,0.024,0.019,36,99,146,10.0,0,1,1,1,1,1,1,1
946,22,Red Sea,Red Sea,Desalination,2022,11,Autumn,7.26,0.49,381,0.61,519,2.61,0.016,0.079,0.025,0.016,34,90,122,10.0,1,1,1,1,1,1,0,0
947,22,Red Sea,Red Sea,Desalination,2022,5,Spring,7.51,0.9,319,0.78,443,3.91,0.008,0.087,0.041,0.012,29,98,134,10.0,1,1,1,1,1,1,0,0
948,22,Red Sea,Red Sea,Desalination,2023,4,Spring,7.36,0.92,340,0.52,669,3.52,0.014,0.048,0.038,0.029,39,111,158,10.0,1,1,1,1,1,1,0,0
949,22,Red Sea,Red Sea,Desalination,2020,6,Summer,7.41,0.47,353,0.53,583,4.93,0.017,0.106,0.067,0.024,34,145,154,10.0,3,1,1,1,1,1,0,0
950,22,Red Sea,Red Sea,Desalination,2023,9,Autumn,7.54,0.89,380,0.45,554,5.65,0.017,0.049,0.044,0.02,29,72,135,10.0,0,1,1,1,1,1,1,1
951,22,Red Sea,Red Sea,Desalination,2020,2,Winter,7.35,0.52,336,0.76,565,0.1,0.009,0.109,0.023,0.023,43,107,135,10.0,0,1,1,1,1,1,1,1
952,22,Red Sea,Red Sea,Desalination,2021,8,Summer,7.31,1.6,358,0.27,486,3.98,0.032,0.111,0.079,0.031,25,81,147,10.0,2,1,0,1,1,1,0,0
953,22,Red Sea,Red Sea,Desalination,2023,5,Spring,7.2,0.55,421,0.77,473,3.64,0.007,0.059,0.019,0.013,25,128,118,10.0,0,1,1,1,1,1,1,1
954,22,Red Sea,Red Sea,Desalination,2022,10,Autumn,7.2,0.94,364,0.78,592,1.29,0.017,0.05,0.048,0.013,52,135,120,10.0,2,1,1,1,1,1,0,0
955,22,Red Sea,Red Sea,Desalination,2022,9,Autumn,7.73,0.78,408,0.67,616,2.22,0.011,0.068,0.046,0.017,22,112,97,10.0,1,1,1,1,1,1,0,0
956,22,Red Sea,Red Sea,Desalination,2020,7,Summer,7.26,1.07,295,0.64,645,4.65,0.008,0.111,0.063,0.03,51,105,120,10.0,3,1,0,1,1,1,0,0
957,22,Red Sea,Red Sea,Desalination,2022,11,Autumn,7.16,0.5,265,0.62,573,3.89,0.015,0.088,0.043,0.018,24,101,134,10.0,0,1,1,1,1,1,1,1
958,22,Red Sea,Red Sea,Desalination,2023,11,Autumn,7.62,0.98,321,0.62,495,5.4,0.016,0.1,0.041,0.025,44,108,112,10.0,0,1,1,1,1,1,1,1
959,22,Red Sea,Red Sea,Desalination,2020,4,Spring,7.29,0.05,387,0.69,591,2.53,0.014,0.08,0.052,0.027,34,114,117,10.0,2,1,1,1,1,1,0,0
960,22,Red Sea,Red Sea,Desalination,2021,3,Spring,7.38,0.46,295,0.49,547,3.22,0.012,0.072,0.042,0.015,35,96,110,10.0,0,1,1,1,1,1,1,1
961,22,Red Sea,Red Sea,Desalination,2022,9,Autumn,7.58,0.76,362,0.53,617,2.88,0.016,0.063,0.036,0.023,42,121,114,10.0,0,1,1,1,1,1,1,1
962,22,Red Sea,Red Sea,Desalination,2022,3,Spring,7.12,0.46,347,0.51,520,4.45,0.011,0.087,0.07,0.015,37,94,140,10.0,1,1,1,1,1,1,0,0
963,22,Red Sea,Red Sea,Desalination,2023,6,Summer,7.41,0.53,377,0.56,627,3.75,0.014,0.136,0.066,0.033,38,120,130,10.0,2,1,1,1,1,1,0,0
964,22,Red Sea,Red Sea,Desalination,2023,4,Spring,7.44,0.91,287,0.51,622,4.29,0.015,0.073,0.036,0.018,31,120,134,10.0,2,1,1,1,1,1,0,0
965,22,Red Sea,Red Sea,Desalination,2023,1,Winter,7.23,0.51,337,0.52,602,2.86,0.005,0.079,0.021,0.008,45,91,90,10.0,0,1,1,1,1,1,1,1
966,22,Red Sea,Red Sea,Desalination,2020,9,Autumn,7.43,0.33,284,0.61,520,3.88,0.016,0.1,0.052,0.01,29,111,133,10.0,1,1,1,1,1,1,0,0
967,22,Red Sea,Red Sea,Desalination,2021,9,Autumn,7.46,0.63,289,0.77,545,3.3,0.014,0.093,0.072,0.008,42,124,131,10.0,0,1,1,1,1,1,1,1
968,22,Red Sea,Red Sea,Desalination,2022,1,Winter,7.34,0.33,383,0.63,556,2.74,0.009,0.055,0.021,0.021,38,113,121,10.0,0,1,1,1,1,1,1,1
969,22,Red Sea,Red Sea,Desalination,2021,7,Summer,7.48,0.17,375,0.53,594,4.81,0.021,0.137,0.098,0.025,41,117,143,10.0,2,1,1,1,1,1,0,0
970,22,Red Sea,Red Sea,Desalination,2020,8,Summer,7.19,0.83,269,0.6,576,6.06,0.023,0.163,0.071,0.026,30,93,152,10.0,3,1,1,1,1,1,0,0
971,23,Matrouh,Western Desert,Groundwater/Desalination,2023,8,Summer,7.22,0.7,746,0.59,1141,19.61,0.064,0.365,0.219,0.107,102,295,167,10.0,6,1,1,1,1,1,0,0
972,23,Matrouh,Western Desert,Groundwater/Desalination,2022,2,Winter,6.94,0.73,741,0.52,1063,11.51,0.041,0.247,0.148,0.059,109,345,138,10.0,4,1,1,1,1,1,0,0
973,23,Matrouh,Western Desert,Groundwater/Desalination,2022,9,Autumn,7.34,1.16,615,0.46,864,13.44,0.059,0.329,0.166,0.081,146,443,209,10.0,4,1,0,1,1,1,0,0
974,23,Matrouh,Western Desert,Groundwater/Desalination,2022,5,Spring,7.43,0.77,743,0.39,1191,12.94,0.05,0.429,0.223,0.085,79,335,204,10.0,5,1,1,1,1,1,0,0
975,23,Matrouh,Western Desert,Groundwater/Desalination,2020,11,Autumn,7.29,1.21,635,0.53,998,12.83,0.035,0.487,0.178,0.055,86,356,174,10.0,5,1,0,1,1,1,0,0
976,23,Matrouh,Western Desert,Groundwater/Desalination,2021,2,Winter,7.24,1.08,657,0.37,965,6.32,0.028,0.162,0.186,0.077,88,314,227,10.0,0,1,0,1,1,1,1,0
977,23,Matrouh,Western Desert,Groundwater/Desalination,2021,5,Spring,7.48,0.79,705,0.55,966,14.77,0.052,0.423,0.127,0.089,117,305,198,10.0,2,1,1,1,1,1,0,0
978,23,Matrouh,Western Desert,Groundwater/Desalination,2022,9,Autumn,7.16,1.67,646,0.48,1048,14.23,0.046,0.183,0.155,0.063,120,339,179,10.0,3,1,0,1,1,1,0,0
979,23,Matrouh,Western Desert,Groundwater/Desalination,2022,12,Winter,7.07,0.52,664,0.41,1206,15.31,0.047,0.203,0.14,0.078,95,399,214,10.0,3,1,1,1,1,1,0,0
980,23,Matrouh,Western Desert,Groundwater/Desalination,2023,7,Summer,6.99,1.45,681,0.39,977,17.0,0.046,0.619,0.271,0.074,103,362,183,10.0,3,1,0,1,1,1,0,0
981,23,Matrouh,Western Desert,Groundwater/Desalination,2021,7,Summer,7.65,1.94,637,0.54,1091,22.36,0.052,0.407,0.339,0.071,106,350,228,10.0,2,1,0,1,1,1,0,0
982,23,Matrouh,Western Desert,Groundwater/Desalination,2021,4,Spring,7.31,0.83,699,0.39,1210,13.48,0.038,0.397,0.156,0.07,130,301,235,10.0,4,1,1,1,1,1,0,0
983,23,Matrouh,Western Desert,Groundwater/Desalination,2021,7,Summer,6.9,0.44,687,0.46,1127,17.48,0.038,0.594,0.325,0.101,125,348,213,10.0,4,1,1,1,1,1,0,0
984,23,Matrouh,Western Desert,Groundwater/Desalination,2021,3,Spring,7.05,0.61,568,0.53,964,14.37,0.046,0.256,0.203,0.072,124,415,173,10.0,3,1,1,1,1,1,0,0
985,23,Matrouh,Western Desert,Groundwater/Desalination,2020,5,Spring,7.16,0.75,645,0.56,998,11.23,0.044,0.33,0.196,0.058,112,406,166,10.0,2,1,1,1,1,1,0,0
986,23,Matrouh,Western Desert,Groundwater/Desalination,2023,4,Spring,7.16,0.85,665,0.43,1060,14.36,0.041,0.376,0.174,0.1,110,378,197,10.0,3,1,1,1,1,1,0,0
987,23,Matrouh,Western Desert,Groundwater/Desalination,2022,12,Winter,7.46,1.23,519,0.38,817,11.57,0.033,0.326,0.2,0.067,75,351,153,10.0,2,1,0,1,1,1,0,0
988,23,Matrouh,Western Desert,Groundwater/Desalination,2020,12,Winter,7.52,1.02,616,0.52,777,12.83,0.029,0.431,0.187,0.06,90,318,217,10.0,4,1,0,1,1,1,0,0
989,23,Matrouh,Western Desert,Groundwater/Desalination,2022,3,Spring,7.49,1.53,566,0.59,878,11.08,0.036,0.39,0.201,0.065,108,377,221,10.0,4,1,0,1,1,1,0,0
990,23,Matrouh,Western Desert,Groundwater/Desalination,2021,11,Autumn,7.17,1.18,719,0.43,1356,16.88,0.046,0.441,0.174,0.072,99,301,217,10.0,6,1,0,1,1,1,0,0
991,23,Matrouh,Western Desert,Groundwater/Desalination,2020,3,Spring,7.01,0.81,608,0.58,1004,15.03,0.024,0.41,0.229,0.045,89,324,196,10.0,3,1,1,1,1,1,0,0
992,23,Matrouh,Western Desert,Groundwater/Desalination,2021,9,Autumn,7.03,1.01,674,0.45,1131,12.8,0.043,0.297,0.18,0.066,102,342,228,10.0,3,1,0,1,1,1,0,0
993,23,Matrouh,Western Desert,Groundwater/Desalination,2023,2,Winter,7.09,0.64,660,0.63,947,9.08,0.038,0.38,0.105,0.081,102,321,156,10.0,2,1,1,1,1,1,0,0
994,23,Matrouh,Western Desert,Groundwater/Desalination,2020,10,Autumn,7.07,0.66,575,0.71,1068,13.99,0.057,0.494,0.217,0.084,96,314,227,10.0,3,1,1,1,1,1,0,0
995,23,Matrouh,Western Desert,Groundwater/Desalination,2022,9,Autumn,7.41,1.01,581,0.29,1056,14.54,0.064,0.151,0.205,0.083,97,285,176,10.0,2,1,0,1,1,1,0,0
996,23,Matrouh,Western Desert,Groundwater/Desalination,2023,10,Autumn,7.41,0.46,752,0.21,890,14.14,0.05,0.471,0.209,0.066,113,254,174,10.0,0,1,1,1,1,1,1,0
997,23,Matrouh,Western Desert,Groundwater/Desalination,2022,8,Summer,7.4,1.44,678,0.55,1099,20.11,0.065,0.459,0.219,0.076,98,347,179,10.0,4,1,0,1,1,1,0,0
998,23,Matrouh,Western Desert,Groundwater/Desalination,2023,1,Winter,6.92,1.51,544,0.58,1009,10.23,0.036,0.299,0.18,0.042,115,340,163,10.0,2,1,0,1,1,1,0,0
999,23,Matrouh,Western Desert,Groundwater/Desalination,2022,3,Spring,7.31,0.82,537,0.56,1133,15.48,0.044,0.398,0.24,0.094,123,355,165,10.0,6,1,1,1,1,1,0,0
1000,23,Matrouh,Western Desert,Groundwater/Desalination,2021,6,Summer,7.31,1.55,683,0.43,931,21.56,0.073,0.444,0.317,0.094,93,391,209,10.0,5,1,0,1,1,1,0,0
